model,layer,unit,weighted_mean_sim,diversity_score,n_eff,sum_weights,max_auc,n_desc_auc_ge_05,has_reliable_desc,median_sim_unweighted,min_sim_unweighted,range_gap_unweighted,n_valid_pairs,redundancy_fraction_unweighted,unweighted_similarity_zscore,baseline_percentile,baseline_mean,baseline_std,exp_confidence_adjusted_diversity,unweighted_mean_sim,unweighted_diversity
gemma-scope-2b,0,13183,0.408421583605212,0.5915784163947879,4.706001905168582,2.7015000000000002,0.7168,2,True,0.3999063255653478,0.2277620732784271,0.17214425228692068,10,0.0,0.7114053153051858,76.3,0.36107379564683795,0.04346639411261741,0.556793830922097,0.391996019455704,0.608003980544296
gemma-scope-2b,0,13502,0.3970169085298792,0.6029830914701209,3.193431517271034,0.28354999999999986,0.13485,0,False,0.4462537782105146,0.3056994908214243,0.14055428738909032,10,0.0,1.6996029076989638,94.5,0.36107379564683795,0.04346639411261741,0.3851170417364413,0.4349494054678316,0.5650505945321684
gemma-scope-2b,0,13988,0.828117643505817,0.17188235649418304,4.999998611293264,2.878,0.5762,5,True,0.8905761241912842,0.6764680550377413,0.21410806915354286,10,0.5,10.744504417678538,100.0,0.36107379564683795,0.04346639411261741,0.17188230875534577,0.828098659210412,0.17190134078958796
gemma-scope-2b,0,14477,0.4511066246844676,0.5488933753155324,4.688536269657128,1.7512499999999998,0.5245,1,False,0.45988455653878785,0.3511129408411425,0.10877161569764537,10,0.0,2.3147783828532504,98.2,0.36107379564683795,0.04346639411261741,0.5147012996682792,0.4616888651193045,0.5383111348806955
gemma-scope-2b,0,16268,0.3998309276599771,0.6001690723400229,4.999999998597259,1.335,0.267,0,False,0.31884366801608816,0.1807040505762053,0.13813961743988284,10,0.0,0.8916574011803946,81.10000000000001,0.36107379564683795,0.04346639411261741,0.6001690721716465,0.3998309276599772,0.6001690723400228
gemma-scope-2b,10,603,0.7442570732080391,0.25574292679196087,4.990762900978788,4.6988,0.9842,5,True,0.731310587188831,0.6045342267910908,0.1267763603977402,10,0.0,8.821807167719872,100.0,0.36107379564683795,0.04346639411261741,0.25527046224421046,0.744525942784463,0.25547405721553695
gemma-scope-2b,10,1198,0.34707904108665316,0.6529209589133469,4.999999999596782,2.49,0.498,0,False,0.32285525043008667,0.2766042649745941,0.046250985455492555,10,0.0,-0.32196723114242526,40.699999999999996,0.36107379564683795,0.04346639411261741,0.652920958860693,0.3470790410866531,0.6529209589133469
gemma-scope-2b,10,1928,0.5920929882619416,0.40790701173805843,4.966615109246775,4.3397,0.9448,5,True,0.5565960671546429,0.4907207190990448,0.06587534805559814,10,0.0,5.341953979593225,100.0,0.36107379564683795,0.04346639411261741,0.40518342553318853,0.593269272655302,0.40673072734469795
gemma-scope-2b,10,2286,0.4103686442628535,0.5896313557371464,4.877504094739595,0.0485,0.0116,0,False,0.3845857450612942,0.3035770654678345,0.08100867959345975,10,0.0,0.9696999008454706,82.6,0.36107379564683795,0.04346639411261741,0.5751858703989581,0.4032231537079532,0.5967768462920469
gemma-scope-2b,10,3209,0.45630094887139877,0.5436990511286013,2.4844560210680857,1.2411999999999999,0.7287,1,True,0.40690567242260545,0.344562489442531,0.06234318298007446,10,0.0,1.1917009268951055,87.8,0.36107379564683795,0.04346639411261741,0.2701592762450917,0.4128727377996321,0.5871272622003679
gemma-scope-2b,10,3863,0.3309580842924973,0.6690419157075027,4.9999999995975895,2.4925,0.4985,0,False,0.32275790030637175,0.262908502643794,0.05984939766257774,10,0.0,-0.6928504645753139,25.1,0.36107379564683795,0.04346639411261741,0.6690419156536568,0.3309580842924973,0.6690419157075027
gemma-scope-2b,10,4006,0.5312533679521867,0.4687466320478133,4.487514241718599,3.53935,1.0,3,True,0.5045221440799873,0.4190023291705658,0.08551981490942151,10,0.0,3.550373953508571,99.9,0.36107379564683795,0.04346639411261741,0.420701437414438,0.5153957491572131,0.4846042508427869
